Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2022;38.327
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2021;36.792
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2020;35.554
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2019;35.329
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2018;34.073
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2017;32.901
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2016;32.351
Total Nacional;Castilla y León;Palencia;;Renta bruta media por hogar;2015;31.484
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2023;14.583
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2022;13.610
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2021;12.920
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2020;12.355
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2019;12.240
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2018;11.762
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2017;11.278
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2016;10.926
Total Nacional;Castilla y León;Salamanca;;Renta neta media por persona;2015;10.667
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2023;32.411
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2022;30.435
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2021;29.176
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2020;28.130
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2019;28.050
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2018;26.989
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2017;26.127
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2016;25.481
Total Nacional;Castilla y León;Salamanca;;Renta neta media por hogar;2015;25.002
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2023;20.687
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2022;19.530
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2021;18.581
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2020;17.808
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2019;17.694
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2018;17.019
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2017;16.363
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2016;15.903
Total Nacional;Castilla y León;Salamanca;;Media de la renta por unidad de consumo;2015;15.524
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2023;17.850
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2022;17.150
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2021;16.450
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2020;15.750
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2019;15.050
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2018;15.050
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2017;14.350
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2016;13.650
Total Nacional;Castilla y León;Salamanca;;Mediana de la renta por unidad de consumo;2015;12.950
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2023;17.488
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2022;16.274
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2021;15.314
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2020;14.550
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2019;14.406
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2018;13.802
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2017;13.194
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2016;12.776
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por persona;2015;12.466
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2023;38.869
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2022;36.392
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2021;34.581
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2020;33.127
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2019;33.016
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2018;31.671
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2017;30.566
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2016;29.795
Total Nacional;Castilla y León;Salamanca;;Renta bruta media por hogar;2015;29.221
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2023;14.949
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2022;13.956
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2021;13.324
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2020;12.722
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2019;12.482
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2018;11.922
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2017;11.378
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2016;11.025
Total Nacional;Castilla y León;Segovia;;Renta neta media por persona;2015;10.730
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2023;35.688
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2022;33.362
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2021;32.028
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2020;30.787
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2019;30.477
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2018;29.158
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2017;28.014
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2016;27.328
Total Nacional;Castilla y León;Segovia;;Renta neta media por hogar;2015;26.594
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2023;21.624
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2022;20.379
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2021;19.497
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2020;18.630
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2019;18.333
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2018;17.554
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2017;16.773
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2016;16.272
Total Nacional;Castilla y León;Segovia;;Media de la renta por unidad de consumo;2015;15.838
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2023;19.250
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2022;17.850
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2021;17.150
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2020;16.450
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2019;16.450
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2018;15.750
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2017;15.050
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2016;14.350
Total Nacional;Castilla y León;Segovia;;Mediana de la renta por unidad de consumo;2015;13.650
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2023;18.039
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2022;16.780
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2021;15.907
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2020;15.066
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2019;14.715
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2018;14.028
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2017;13.356
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2016;12.918
Total Nacional;Castilla y León;Segovia;;Renta bruta media por persona;2015;12.542
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2023;43.063
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2022;40.113
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2021;38.238
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2020;36.458
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2019;35.929
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2018;34.308
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2017;32.883
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2016;32.021
Total Nacional;Castilla y León;Segovia;;Renta bruta media por hogar;2015;31.087
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2023;15.626
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2022;14.721
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2021;14.385
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2020;13.889
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2019;13.353
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2018;12.907
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2017;12.377
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2016;11.961
Total Nacional;Castilla y León;Soria;;Renta neta media por persona;2015;11.674
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2023;35.904
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2022;33.830
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2021;33.138
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2020;32.372
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2019;31.235
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2018;30.202
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2017;29.219
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2016;28.394
Total Nacional;Castilla y León;Soria;;Renta neta media por hogar;2015;27.859
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2023;22.367
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2022;21.274
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2021;20.793
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2020;20.128
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2019;19.388
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2018;18.770
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2017;18.027
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2016;17.467
Total Nacional;Castilla y León;Soria;;Media de la renta por unidad de consumo;2015;17.072
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2023;19.950
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2022;19.250
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2021;18.550
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2020;17.850
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2019;17.850
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2018;17.150
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2017;16.450
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2016;15.750
Total Nacional;Castilla y León;Soria;;Mediana de la renta por unidad de consumo;2015;15.050
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2023;18.916
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2022;17.774
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2021;17.229
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2020;16.517
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2019;15.800
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2018;15.250
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2017;14.575
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2016;14.061
Total Nacional;Castilla y León;Soria;;Renta bruta media por persona;2015;13.719
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2023;43.463
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2022;40.846
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2021;39.692
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2020;38.496
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2019;36.961
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2018;35.686
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2017;34.406
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2016;33.381
Total Nacional;Castilla y León;Soria;;Renta bruta media por hogar;2015;32.738
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2023;15.590
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2022;14.658
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2021;13.987
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2020;13.490
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2019;13.344
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2018;12.905
Total Nacional;Castilla y León;Valladolid;;Renta neta media por persona;2017;12.396
