Provincias;Naturaleza de la finca;Número e importe;Periodo;Total
Total Nacional;Viviendas;Importe de hipotecas;2013M01;2.659.650
Total Nacional;Viviendas;Importe de hipotecas;2012M12;1.807.904
Total Nacional;Viviendas;Importe de hipotecas;2012M11;2.000.765
Total Nacional;Viviendas;Importe de hipotecas;2012M10;1.928.634
Total Nacional;Viviendas;Importe de hipotecas;2012M09;2.213.125
Total Nacional;Viviendas;Importe de hipotecas;2012M08;2.173.196
Total Nacional;Viviendas;Importe de hipotecas;2012M07;2.388.236
Total Nacional;Viviendas;Importe de hipotecas;2012M06;2.604.104
Total Nacional;Viviendas;Importe de hipotecas;2012M05;2.645.215
Total Nacional;Viviendas;Importe de hipotecas;2012M04;2.133.608
Total Nacional;Viviendas;Importe de hipotecas;2012M03;2.558.435
Total Nacional;Viviendas;Importe de hipotecas;2012M02;2.762.917
Total Nacional;Viviendas;Importe de hipotecas;2012M01;3.112.742
Total Nacional;Viviendas;Importe de hipotecas;2011M12;2.543.916
Total Nacional;Viviendas;Importe de hipotecas;2011M11;3.062.193
Total Nacional;Viviendas;Importe de hipotecas;2011M10;2.362.456
Total Nacional;Viviendas;Importe de hipotecas;2011M09;3.450.069
Total Nacional;Viviendas;Importe de hipotecas;2011M08;3.162.050
Total Nacional;Viviendas;Importe de hipotecas;2011M07;3.254.679
Total Nacional;Viviendas;Importe de hipotecas;2011M06;3.589.903
Total Nacional;Viviendas;Importe de hipotecas;2011M05;4.096.900
Total Nacional;Viviendas;Importe de hipotecas;2011M04;3.354.176
Total Nacional;Viviendas;Importe de hipotecas;2011M03;4.836.415
Total Nacional;Viviendas;Importe de hipotecas;2011M02;6.124.711
Total Nacional;Viviendas;Importe de hipotecas;2011M01;5.878.469
Total Nacional;Viviendas;Importe de hipotecas;2010M12;4.511.779
Total Nacional;Viviendas;Importe de hipotecas;2010M11;5.028.077
Total Nacional;Viviendas;Importe de hipotecas;2010M10;4.400.270
Total Nacional;Viviendas;Importe de hipotecas;2010M09;6.345.183
Total Nacional;Viviendas;Importe de hipotecas;2010M08;6.135.384
Total Nacional;Viviendas;Importe de hipotecas;2010M07;6.772.076
Total Nacional;Viviendas;Importe de hipotecas;2010M06;6.766.338
Total Nacional;Viviendas;Importe de hipotecas;2010M05;6.383.105
Total Nacional;Viviendas;Importe de hipotecas;2010M04;5.781.336
Total Nacional;Viviendas;Importe de hipotecas;2010M03;6.331.139
Total Nacional;Viviendas;Importe de hipotecas;2010M02;6.505.216
Total Nacional;Viviendas;Importe de hipotecas;2010M01;6.081.328
Total Nacional;Viviendas;Importe de hipotecas;2009M12;5.684.975
Total Nacional;Viviendas;Importe de hipotecas;2009M11;6.024.853
Total Nacional;Viviendas;Importe de hipotecas;2009M10;5.980.779
Total Nacional;Viviendas;Importe de hipotecas;2009M09;7.371.402
Total Nacional;Viviendas;Importe de hipotecas;2009M08;5.812.535
Total Nacional;Viviendas;Importe de hipotecas;2009M07;6.880.176
Total Nacional;Viviendas;Importe de hipotecas;2009M06;7.289.699
Total Nacional;Viviendas;Importe de hipotecas;2009M05;6.909.384
Total Nacional;Viviendas;Importe de hipotecas;2009M04;5.803.657
Total Nacional;Viviendas;Importe de hipotecas;2009M03;6.246.220
Total Nacional;Viviendas;Importe de hipotecas;2009M02;6.258.618
Total Nacional;Viviendas;Importe de hipotecas;2009M01;6.414.776
Total Nacional;Viviendas;Importe de hipotecas;2008M12;6.405.874
Total Nacional;Viviendas;Importe de hipotecas;2008M11;6.685.889
Total Nacional;Viviendas;Importe de hipotecas;2008M10;8.653.664
Total Nacional;Viviendas;Importe de hipotecas;2008M09;8.892.434
Total Nacional;Viviendas;Importe de hipotecas;2008M08;7.737.021
Total Nacional;Viviendas;Importe de hipotecas;2008M07;10.170.218
Total Nacional;Viviendas;Importe de hipotecas;2008M06;9.686.306
Total Nacional;Viviendas;Importe de hipotecas;2008M05;10.773.992
Total Nacional;Viviendas;Importe de hipotecas;2008M04;12.087.399
Total Nacional;Viviendas;Importe de hipotecas;2008M03;9.995.946
Total Nacional;Viviendas;Importe de hipotecas;2008M02;12.211.612
Total Nacional;Viviendas;Importe de hipotecas;2008M01;13.509.584
Total Nacional;Viviendas;Importe de hipotecas;2007M12;10.327.515
Total Nacional;Viviendas;Importe de hipotecas;2007M11;13.715.860
Total Nacional;Viviendas;Importe de hipotecas;2007M10;14.591.941
Total Nacional;Viviendas;Importe de hipotecas;2007M09;15.411.789
Total Nacional;Viviendas;Importe de hipotecas;2007M08;13.839.721
Total Nacional;Viviendas;Importe de hipotecas;2007M07;15.701.005
Total Nacional;Viviendas;Importe de hipotecas;2007M06;16.449.745
Total Nacional;Viviendas;Importe de hipotecas;2007M05;17.854.601
Total Nacional;Viviendas;Importe de hipotecas;2007M04;14.425.091
Total Nacional;Viviendas;Importe de hipotecas;2007M03;17.146.412
Total Nacional;Viviendas;Importe de hipotecas;2007M02;16.490.001
Total Nacional;Viviendas;Importe de hipotecas;2007M01;18.473.478
Total Nacional;Viviendas;Importe de hipotecas;2006M12;12.454.140
Total Nacional;Viviendas;Importe de hipotecas;2006M11;15.992.962
Total Nacional;Viviendas;Importe de hipotecas;2006M10;15.952.901
Total Nacional;Viviendas;Importe de hipotecas;2006M09;16.678.076
Total Nacional;Viviendas;Importe de hipotecas;2006M08;14.147.113
Total Nacional;Viviendas;Importe de hipotecas;2006M07;15.354.112
Total Nacional;Viviendas;Importe de hipotecas;2006M06;17.244.991
Total Nacional;Viviendas;Importe de hipotecas;2006M05;17.698.211
Total Nacional;Viviendas;Importe de hipotecas;2006M04;13.548.584
Total Nacional;Viviendas;Importe de hipotecas;2006M03;17.485.062
Total Nacional;Viviendas;Importe de hipotecas;2006M02;15.530.626
Total Nacional;Viviendas;Importe de hipotecas;2006M01;16.252.334
Total Nacional;Viviendas;Importe de hipotecas;2005M12;12.842.612
Total Nacional;Viviendas;Importe de hipotecas;2005M11;13.885.955
Total Nacional;Viviendas;Importe de hipotecas;2005M10;13.045.045
Total Nacional;Viviendas;Importe de hipotecas;2005M09;16.911.282
Total Nacional;Viviendas;Importe de hipotecas;2005M08;11.858.234
Total Nacional;Viviendas;Importe de hipotecas;2005M07;12.196.063
Total Nacional;Viviendas;Importe de hipotecas;2005M06;13.893.783
Total Nacional;Viviendas;Importe de hipotecas;2005M05;12.937.805
Total Nacional;Viviendas;Importe de hipotecas;2005M04;13.058.746
Total Nacional;Viviendas;Importe de hipotecas;2005M03;11.959.187
Total Nacional;Viviendas;Importe de hipotecas;2005M02;12.341.604
Total Nacional;Viviendas;Importe de hipotecas;2005M01;12.016.124
Total Nacional;Viviendas;Importe de hipotecas;2004M12;9.645.433
Total Nacional;Viviendas;Importe de hipotecas;2004M11;10.492.575
Total Nacional;Viviendas;Importe de hipotecas;2004M10;10.130.621
Total Nacional;Viviendas;Importe de hipotecas;2004M09;11.470.295
Total Nacional;Viviendas;Importe de hipotecas;2004M08;9.421.553
Total Nacional;Viviendas;Importe de hipotecas;2004M07;10.610.556
Total Nacional;Viviendas;Importe de hipotecas;2004M06;10.693.614
Total Nacional;Viviendas;Importe de hipotecas;2004M05;10.586.369
Total Nacional;Viviendas;Importe de hipotecas;2004M04;9.074.517
Total Nacional;Viviendas;Importe de hipotecas;2004M03;10.607.964
Total Nacional;Viviendas;Importe de hipotecas;2004M02;9.856.869
Total Nacional;Viviendas;Importe de hipotecas;2004M01;9.557.085
Total Nacional;Viviendas;Importe de hipotecas;2003M12;7.346.318
Total Nacional;Viviendas;Importe de hipotecas;2003M11;8.095.652
Total Nacional;Viviendas;Importe de hipotecas;2003M10;9.179.231
Total Nacional;Viviendas;Importe de hipotecas;2003M09;8.809.896
Total Nacional;Viviendas;Importe de hipotecas;2003M08;6.974.476
Total Nacional;Viviendas;Importe de hipotecas;2003M07;8.193.956
Total Nacional;Viviendas;Importe de hipotecas;2003M06;8.104.999
Total Nacional;Viviendas;Importe de hipotecas;2003M05;8.242.910
Total Nacional;Viviendas;Importe de hipotecas;2003M04;7.052.532
Total Nacional;Viviendas;Importe de hipotecas;2003M03;8.014.597
Total Nacional;Viviendas;Importe de hipotecas;2003M02;8.223.451
Total Nacional;Viviendas;Importe de hipotecas;2003M01;7.937.543
02 Albacete;Viviendas;Número de hipotecas;2026M02;274
02 Albacete;Viviendas;Número de hipotecas;2026M01;227
02 Albacete;Viviendas;Número de hipotecas;2025M12;267
02 Albacete;Viviendas;Número de hipotecas;2025M11;251
02 Albacete;Viviendas;Número de hipotecas;2025M10;412
02 Albacete;Viviendas;Número de hipotecas;2025M09;259
02 Albacete;Viviendas;Número de hipotecas;2025M08;254
02 Albacete;Viviendas;Número de hipotecas;2025M07;309
02 Albacete;Viviendas;Número de hipotecas;2025M06;257
02 Albacete;Viviendas;Número de hipotecas;2025M05;292
02 Albacete;Viviendas;Número de hipotecas;2025M04;256
02 Albacete;Viviendas;Número de hipotecas;2025M03;253
02 Albacete;Viviendas;Número de hipotecas;2025M02;186
02 Albacete;Viviendas;Número de hipotecas;2025M01;245
02 Albacete;Viviendas;Número de hipotecas;2024M12;162
02 Albacete;Viviendas;Número de hipotecas;2024M11;177
02 Albacete;Viviendas;Número de hipotecas;2024M10;248
02 Albacete;Viviendas;Número de hipotecas;2024M09;244
02 Albacete;Viviendas;Número de hipotecas;2024M08;201
02 Albacete;Viviendas;Número de hipotecas;2024M07;227
02 Albacete;Viviendas;Número de hipotecas;2024M06;199
02 Albacete;Viviendas;Número de hipotecas;2024M05;186
02 Albacete;Viviendas;Número de hipotecas;2024M04;202
02 Albacete;Viviendas;Número de hipotecas;2024M03;165
02 Albacete;Viviendas;Número de hipotecas;2024M02;170
02 Albacete;Viviendas;Número de hipotecas;2024M01;210
02 Albacete;Viviendas;Número de hipotecas;2023M12;112
02 Albacete;Viviendas;Número de hipotecas;2023M11;194
02 Albacete;Viviendas;Número de hipotecas;2023M10;151
02 Albacete;Viviendas;Número de hipotecas;2023M09;181
02 Albacete;Viviendas;Número de hipotecas;2023M08;197
02 Albacete;Viviendas;Número de hipotecas;2023M07;200
02 Albacete;Viviendas;Número de hipotecas;2023M06;222
02 Albacete;Viviendas;Número de hipotecas;2023M05;192
02 Albacete;Viviendas;Número de hipotecas;2023M04;176
02 Albacete;Viviendas;Número de hipotecas;2023M03;256
02 Albacete;Viviendas;Número de hipotecas;2023M02;233
02 Albacete;Viviendas;Número de hipotecas;2023M01;249
02 Albacete;Viviendas;Número de hipotecas;2022M12;191
02 Albacete;Viviendas;Número de hipotecas;2022M11;180
02 Albacete;Viviendas;Número de hipotecas;2022M10;244
02 Albacete;Viviendas;Número de hipotecas;2022M09;223
02 Albacete;Viviendas;Número de hipotecas;2022M08;304
02 Albacete;Viviendas;Número de hipotecas;2022M07;292
02 Albacete;Viviendas;Número de hipotecas;2022M06;279
02 Albacete;Viviendas;Número de hipotecas;2022M05;243
02 Albacete;Viviendas;Número de hipotecas;2022M04;234
02 Albacete;Viviendas;Número de hipotecas;2022M03;248
02 Albacete;Viviendas;Número de hipotecas;2022M02;272
02 Albacete;Viviendas;Número de hipotecas;2022M01;233
02 Albacete;Viviendas;Número de hipotecas;2021M12;179
02 Albacete;Viviendas;Número de hipotecas;2021M11;204
02 Albacete;Viviendas;Número de hipotecas;2021M10;263
02 Albacete;Viviendas;Número de hipotecas;2021M09;225
02 Albacete;Viviendas;Número de hipotecas;2021M08;261
02 Albacete;Viviendas;Número de hipotecas;2021M07;233
02 Albacete;Viviendas;Número de hipotecas;2021M06;213
02 Albacete;Viviendas;Número de hipotecas;2021M05;212
02 Albacete;Viviendas;Número de hipotecas;2021M04;179
02 Albacete;Viviendas;Número de hipotecas;2021M03;218
02 Albacete;Viviendas;Número de hipotecas;2021M02;241
02 Albacete;Viviendas;Número de hipotecas;2021M01;196
02 Albacete;Viviendas;Número de hipotecas;2020M12;154
02 Albacete;Viviendas;Número de hipotecas;2020M11;216
02 Albacete;Viviendas;Número de hipotecas;2020M10;198
02 Albacete;Viviendas;Número de hipotecas;2020M09;207
02 Albacete;Viviendas;Número de hipotecas;2020M08;259
02 Albacete;Viviendas;Número de hipotecas;2020M07;165
02 Albacete;Viviendas;Número de hipotecas;2020M06;188
02 Albacete;Viviendas;Número de hipotecas;2020M05;130
02 Albacete;Viviendas;Número de hipotecas;2020M04;93
02 Albacete;Viviendas;Número de hipotecas;2020M03;178
02 Albacete;Viviendas;Número de hipotecas;2020M02;197
02 Albacete;Viviendas;Número de hipotecas;2020M01;242
02 Albacete;Viviendas;Número de hipotecas;2019M12;246
02 Albacete;Viviendas;Número de hipotecas;2019M11;218
02 Albacete;Viviendas;Número de hipotecas;2019M10;207
02 Albacete;Viviendas;Número de hipotecas;2019M09;147
02 Albacete;Viviendas;Número de hipotecas;2019M08;129
02 Albacete;Viviendas;Número de hipotecas;2019M07;306
02 Albacete;Viviendas;Número de hipotecas;2019M06;179
02 Albacete;Viviendas;Número de hipotecas;2019M05;236
02 Albacete;Viviendas;Número de hipotecas;2019M04;171
02 Albacete;Viviendas;Número de hipotecas;2019M03;247
02 Albacete;Viviendas;Número de hipotecas;2019M02;181
02 Albacete;Viviendas;Número de hipotecas;2019M01;438
02 Albacete;Viviendas;Número de hipotecas;2018M12;81
02 Albacete;Viviendas;Número de hipotecas;2018M11;168
02 Albacete;Viviendas;Número de hipotecas;2018M10;183
02 Albacete;Viviendas;Número de hipotecas;2018M09;177
02 Albacete;Viviendas;Número de hipotecas;2018M08;249
02 Albacete;Viviendas;Número de hipotecas;2018M07;174
02 Albacete;Viviendas;Número de hipotecas;2018M06;178
02 Albacete;Viviendas;Número de hipotecas;2018M05;191
02 Albacete;Viviendas;Número de hipotecas;2018M04;220
02 Albacete;Viviendas;Número de hipotecas;2018M03;169
02 Albacete;Viviendas;Número de hipotecas;2018M02;173
02 Albacete;Viviendas;Número de hipotecas;2018M01;222
02 Albacete;Viviendas;Número de hipotecas;2017M12;158
02 Albacete;Viviendas;Número de hipotecas;2017M11;125
02 Albacete;Viviendas;Número de hipotecas;2017M10;162
02 Albacete;Viviendas;Número de hipotecas;2017M09;242
02 Albacete;Viviendas;Número de hipotecas;2017M08;215
02 Albacete;Viviendas;Número de hipotecas;2017M07;291
02 Albacete;Viviendas;Número de hipotecas;2017M06;201
02 Albacete;Viviendas;Número de hipotecas;2017M05;187
02 Albacete;Viviendas;Número de hipotecas;2017M04;167
02 Albacete;Viviendas;Número de hipotecas;2017M03;204
02 Albacete;Viviendas;Número de hipotecas;2017M02;155
02 Albacete;Viviendas;Número de hipotecas;2017M01;145
02 Albacete;Viviendas;Número de hipotecas;2016M12;175
02 Albacete;Viviendas;Número de hipotecas;2016M11;137
02 Albacete;Viviendas;Número de hipotecas;2016M10;118
02 Albacete;Viviendas;Número de hipotecas;2016M09;163
02 Albacete;Viviendas;Número de hipotecas;2016M08;117
02 Albacete;Viviendas;Número de hipotecas;2016M07;134
02 Albacete;Viviendas;Número de hipotecas;2016M06;190
02 Albacete;Viviendas;Número de hipotecas;2016M05;178
02 Albacete;Viviendas;Número de hipotecas;2016M04;238
02 Albacete;Viviendas;Número de hipotecas;2016M03;151
02 Albacete;Viviendas;Número de hipotecas;2016M02;161
02 Albacete;Viviendas;Número de hipotecas;2016M01;162
02 Albacete;Viviendas;Número de hipotecas;2015M12;142
02 Albacete;Viviendas;Número de hipotecas;2015M11;110
02 Albacete;Viviendas;Número de hipotecas;2015M10;114
02 Albacete;Viviendas;Número de hipotecas;2015M09;148
02 Albacete;Viviendas;Número de hipotecas;2015M08;143
02 Albacete;Viviendas;Número de hipotecas;2015M07;159
02 Albacete;Viviendas;Número de hipotecas;2015M06;129
02 Albacete;Viviendas;Número de hipotecas;2015M05;97
02 Albacete;Viviendas;Número de hipotecas;2015M04;114
02 Albacete;Viviendas;Número de hipotecas;2015M03;110
02 Albacete;Viviendas;Número de hipotecas;2015M02;110
02 Albacete;Viviendas;Número de hipotecas;2015M01;107
02 Albacete;Viviendas;Número de hipotecas;2014M12;97
02 Albacete;Viviendas;Número de hipotecas;2014M11;94
02 Albacete;Viviendas;Número de hipotecas;2014M10;98
02 Albacete;Viviendas;Número de hipotecas;2014M09;128
02 Albacete;Viviendas;Número de hipotecas;2014M08;108
02 Albacete;Viviendas;Número de hipotecas;2014M07;124
02 Albacete;Viviendas;Número de hipotecas;2014M06;97
02 Albacete;Viviendas;Número de hipotecas;2014M05;85
02 Albacete;Viviendas;Número de hipotecas;2014M04;103
02 Albacete;Viviendas;Número de hipotecas;2014M03;107
02 Albacete;Viviendas;Número de hipotecas;2014M02;105
02 Albacete;Viviendas;Número de hipotecas;2014M01;80
02 Albacete;Viviendas;Número de hipotecas;2013M12;122
02 Albacete;Viviendas;Número de hipotecas;2013M11;105
02 Albacete;Viviendas;Número de hipotecas;2013M10;76
02 Albacete;Viviendas;Número de hipotecas;2013M09;82
02 Albacete;Viviendas;Número de hipotecas;2013M08;65
02 Albacete;Viviendas;Número de hipotecas;2013M07;101
02 Albacete;Viviendas;Número de hipotecas;2013M06;82
02 Albacete;Viviendas;Número de hipotecas;2013M05;93
02 Albacete;Viviendas;Número de hipotecas;2013M04;112
02 Albacete;Viviendas;Número de hipotecas;2013M03;118
02 Albacete;Viviendas;Número de hipotecas;2013M02;152
02 Albacete;Viviendas;Número de hipotecas;2013M01;133
02 Albacete;Viviendas;Número de hipotecas;2012M12;210
02 Albacete;Viviendas;Número de hipotecas;2012M11;87
02 Albacete;Viviendas;Número de hipotecas;2012M10;109
02 Albacete;Viviendas;Número de hipotecas;2012M09;92
02 Albacete;Viviendas;Número de hipotecas;2012M08;151
02 Albacete;Viviendas;Número de hipotecas;2012M07;131
02 Albacete;Viviendas;Número de hipotecas;2012M06;162
02 Albacete;Viviendas;Número de hipotecas;2012M05;224
02 Albacete;Viviendas;Número de hipotecas;2012M04;100
02 Albacete;Viviendas;Número de hipotecas;2012M03;122
02 Albacete;Viviendas;Número de hipotecas;2012M02;156
02 Albacete;Viviendas;Número de hipotecas;2012M01;183
02 Albacete;Viviendas;Número de hipotecas;2011M12;148
